BookTitle	Author	genre_list	year_published	avg_rating	num_ratings	num_works
Homebody	Orson Scott Card	['Fantasy', 'Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1998.0	8.0	1.0	48
Stone Tables	Orson Scott Card	['History', 'Fiction']	1998.0	5.0	1.0	48
Saints	Orson Scott Card	['History', 'Science Fiction', 'Fantasy', 'Fiction']	1988.0	7.5	3.0	48
Redeeming Love	Francine Rivers	['Western', 'Historical fiction', 'Fiction', 'Romance novel']	1991.0	9.636363636363637	15.0	5
The Edge	Alan Gibbons	"[""Children's literature"", 'Young adult literature', 'Fiction']"	2003.0	7.0	2.0	1
Harlequin	Bernard Cornwell	['Historical novel']	2001.0	7.0	1.0	33
Venus	Ben Bova	['Science Fiction', 'Speculative fiction', 'Fiction']	2000.0	7.25	4.0	5
Dragonsbane	Barbara Hambly	['Speculative fiction', 'Fantasy', 'Fiction']	1986.0	8.25	7.0	6
Brat Farrar	Josephine Tey	['Crime Fiction']	1980.0	6.8	11.0	2
Dave at Night	Gail Carson Levine	['Historical fiction', 'Young adult literature']	1999.0	7.0	1.0	4
The Ice Limit	Douglas Preston	['Thriller', 'Techno-thriller', 'Speculative fiction', 'Science Fiction', 'Adventure novel']	2000.0	8.0	4.0	11
Jennie	Douglas Preston	['Thriller', 'Science Fiction', 'Adventure novel']	1994.0	8.666666666666666	3.0	11
Brotherhood of the Rose	David Morrell	['Thriller', 'Mystery', 'Spy fiction', 'Fiction']	1991.0	8.0	5.0	5
Blink	Ted Dekker	['Thriller', 'Mystery', 'Novel', 'Fiction', 'Suspense']	2003.0	7.5	2.0	13
Black	Ted Dekker	['Thriller', 'Science Fiction', 'Novel', 'Speculative fiction', 'Mystery', 'Fantasy', 'Fiction', 'Suspense']	2004.0	9.0	2.0	13
1st to Die	James Patterson	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2001.0	8.5	2.0	34
The Unicorn Girl	Michael Kurland	['Science Fiction', 'Speculative fiction', 'Fiction']	2002.0	8.0	1.0	2
Monster	Jonathan Kellerman	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1999.0	8.0	1.0	8
Our Twisted Hero	Yi Munyol	['Novel']	2001.0	5.0	1.0	1
Finding Myself	Toby Litt	['Postmodernism']	2003.0	5.0	1.0	3
Freehold	Michael Z. Williamson	['Science Fiction', 'Speculative fiction']	2004.0	8.0	1.0	1
Two Old Women	Velma Wallis	"['Novel', 'Speculative fiction', ""Children's literature"", 'Sociology', 'Fiction']"	1994.0	7.857142857142857	14.0	2
Among the Missing	Richard Laymon	['Thriller', 'Speculative fiction', 'Horror']	2000.0	7.975	14.0	8
Floodgate	Alistair MacLean	['Thriller']	1984.0	8.5	2.0	27
The Documents in the Case	Dorothy L. Sayers	['Mystery', 'Epistolary novel', 'Fiction', 'Suspense']	1995.0	8.0	1.0	12
Nightwing	Martin Cruz Smith	['Thriller', 'Speculative fiction', 'Fiction']	1977.0	6.0	3.0	10
The Great Elephant Chase	Gillian Cross	"[""Children's literature"", 'Fiction']"	1994.0	7.5	2.0	2
Inventing Elliot	Graham Gardner	['Young adult literature']	2004.0	5.0	1.0	1
The Bloody Red Baron	Kim Newman	['Alternate history', 'Speculative fiction', 'Horror']	1995.0	8.0	1.0	3
Anno Dracula	Kim Newman	['Alternate history', 'Speculative fiction', 'Horror']	1994.0	6.285714285714286	7.0	3
The Road to Omaha	Robert Ludlum	['Thriller', 'Fiction']	1992.0	6.642857142857142	18.0	27
Girl in Landscape	Jonathan Lethem	['Science Fiction', 'Speculative fiction']	1998.0	7.5	2.0	6
Deep Fathom	James Rollins	['Speculative fiction', 'Adventure novel']	2001.0	8.1	10.0	2
Forrest Gump	Winston Groom	"[""Children's literature"", 'Fiction']"	1988.0	7.45	9.0	2
Chocolate Fever	Robert Kimmel Smith	"[""Children's literature"", 'Fiction']"	1978.0	7.75	4.0	1
Bird Girl and the Man Who Followed the Sun	Velma Wallis	['Novel', 'Sociology', 'Fiction']	1997.0	9.333333333333334	3.0	2
The Golden Road	Lucy Maud Montgomery	"[""Children's literature""]"	2000.0	7.0	1.0	16
Calculating God	Robert J. Sawyer	['Science Fiction', 'Speculative fiction']	2000.0	7.071428571428571	16.0	9
Cold Heaven	Brian Moore	['Novel']	1983.0	9.0	1.0	5
Circle of Friends	Maeve Binchy	['Fiction', 'Romance novel', 'Novel']	1991.0	7.616071428571428	95.0	10
The Prince and the Pilgrim	Mary Stewart	['Speculative fiction', 'Fantasy', 'Fiction', 'Romance novel']	1996.0	5.5	4.0	10
Hard Love	Ellen Wittlinger	['Young adult literature']	2001.0	7.0	3.0	1
One Fine Day in the Middle of the Night	Christopher Brookmyre	['Crime Fiction', 'Black comedy', 'Satire', 'Fiction']	2003.0	5.0	1.0	7
My Legendary Girlfriend	Mike Gayle	['Comedy']	2000.0	6.12	11.0	2
The Cry of the Owl	Patricia Highsmith	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1989.0	9.0	1.0	12
I Know What You Did Last Summer	Lois Duncan	"['Thriller', ""Children's literature"", 'Horror', 'Speculative fiction', 'Young adult literature', 'Fiction']"	1987.0	7.75	7.0	7
La Petite Fadette	George Sand	[]	2000.0	8.0	2.0	3
Traveller	Richard Adams	['Speculative fiction', 'Fantasy', 'Fiction', 'War novel']	1989.0	8.5	2.0	7
Troll Fell	Katherine Langrish	"[""Children's literature"", 'Fantasy']"	2004.0	10.0	1.0	3
Venus with Pistol	Gavin Lyall	['Thriller']	1986.0	6.0	1.0	10
Word of Honor	Nelson DeMille	['Novel']	1987.0	7.730769230769231	17.0	6
Mayday	Nelson DeMille	[]	1998.0	8.0	1.0	6
The Forgotten Beasts of Eld	Patricia A. McKillip	['Fantasy', 'Speculative fiction', 'Young adult literature']	1996.0	8.8	5.0	14
Just Above My Head	James Baldwin	['Fiction', 'Novel']	1990.0	9.0	1.0	10
Tell Me How Long the Train's Been Gone	James Baldwin	['Novel']	1995.0	10.0	1.0	10
Blues for Mister Charlie	James Baldwin	['Play']	1990.0	9.0	1.0	10
The Salt Roads	Nalo Hopkinson	['Speculative fiction', 'Historical novel']	2003.0	5.0	1.0	3
Trumpet	Jackie Kay	['Fiction', 'Novel']	1999.0	8.0	1.0	1
Gloriana	Michael Moorcock	['Speculative fiction', 'Fantasy']	1986.0	5.0	2.0	18
The Vor Game	Lois McMaster Bujold	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Novel']	1990.0	8.615384615384615	13.0	19
Jane and Prudence	Barbara Pym	['Fiction', 'Novel']	1982.0	8.0	3.0	9
Eat a Bowl of Tea	Louis Chu	[]	1986.0	8.0	1.0	1
Portrait in Sepia	Isabel Allende	['Speculative fiction', 'Historical fiction', 'Fiction', 'Novel']	2001.0	8.346153846153847	27.0	10
Friday Night Lights: A Town, a Team, and a Dream	H. G. Bissinger	['Non-fiction']	1990.0	6.222222222222222	6.0	1
Gangster	Lorenzo Carcaterra	['Novel']	2001.0	8.333333333333332	4.0	2
Goodbye California	Alistair MacLean	['Thriller']	1977.0	5.0	3.0	27
To Kill the Potemkin	Mark Joseph	[]	1987.0	6.5	2.0	1
Dragon of the Lost Sea	Laurence Yep	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1988.0	4.0	1.0	6
Dragon Steel	Laurence Yep	"['Science Fiction', ""Children's literature"", 'Fantasy', 'Speculative fiction', 'Fiction']"	1985.0	9.5	2.0	6
The Firework-Maker's Daughter	Philip Pullman	"['Speculative fiction', ""Children's literature""]"	1999.0	8.0	2.0	13
Now and Forever	Danielle Steel	"[""Children's literature"", 'Fiction', 'Romance novel']"	1978.0	6.916666666666667	12.0	30
Ender's Game	Orson Scott Card	['Science Fiction', 'Fiction']	1999.0	8.0	14.0	48
Hexwood	Diana Wynne Jones	"['Science Fiction', ""Children's literature"", 'Speculative fiction', 'Young adult literature', 'Fantasy', 'Fiction']"	1993.0	7.416666666666667	8.0	27
The Last Jew	Noah Gordon	['Fiction']	2000.0	7.75	5.0	2
The Man Who Could Not Shudder	John Dickson Carr	['Mystery', 'Detective fiction']	1986.0	5.0	1.0	55
Jason and Marceline	Jerry Spinelli	"[""Children's literature"", 'Fiction']"	1986.0	6.0	1.0	14
Fine Things	Danielle Steel	['Fiction', 'Romance novel']	1987.0	7.0	24.0	30
Mixed Blessings	Danielle Steel	['Romance novel']	1992.0	6.75	4.0	30
The Jester	James Patterson	['Historical fiction', 'Fiction', 'Suspense']	2003.0	7.656729900632339	68.0	34
Silent Honor	Danielle Steel	['Fiction', 'Romance novel']	1996.0	7.685185185185186	20.0	30
Parnassus on Wheels	Christopher Morley	['Fiction']	1983.0	10.0	1.0	2
Singularity	William Sleator	"['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction']"	1986.0	8.666666666666666	4.0	7
The Witch of the Low Tide	John Dickson Carr	['Mystery', 'Detective fiction', 'Historical fiction', 'Fiction', 'Suspense']	1990.0	8.0	1.0	55
2nd Chance	James Patterson	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	2002.0	7.189893283113622	150.0	34
Cinna	Pierre Corneille	[]	2003.0	7.0	1.0	1
Wyatt's Hurricane	Desmond Bagley	['Thriller']	2000.0	9.0	1.0	15
Running Blind	Desmond Bagley	['Thriller', 'Fiction']	2000.0	10.0	1.0	15
The Enemy	Desmond Bagley	['Thriller', 'Fiction']	1978.0	7.5	2.0	15
Socks	Beverly Cleary	"[""Children's literature"", 'Fiction', 'Novel']"	1987.0	7.5	2.0	22
Son of the Mob	Gordon Korman	[]	2002.0	8.0	1.0	14
The Gates of Sleep	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	2002.0	9.0	6.0	34
Nightwings	Robert Silverberg	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction', 'Novella']	1983.0	10.0	1.0	24
Sunset in St. Tropez	Danielle Steel	['Fiction', 'Romance novel', 'Novel']	2002.0	6.7023809523809526	32.0	30
Wish You Well	David Baldacci	['Crime Fiction', 'Fiction', 'Historical novel']	2000.0	8.758689839572192	89.0	6
Biting the Sun	Tanith Lee	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1999.0	8.4	5.0	1
Shutter Island	Dennis Lehane	['Novel']	2004.0	8.090909090909092	11.0	9
The Glass Palace: A Novel	Amitav Ghosh	['Historical fiction', 'Fiction']	2002.0	7.75	8.0	6
Man and Boy	Tony Parsons	['Fiction', 'Romance novel']	2001.0	7.625	8.0	1
On Wings of Eagles	Ken Follett	['Thriller', 'Autobiography', 'Biography', 'True crime']	1983.0	7.833333333333333	12.0	10
Flyaway	Desmond Bagley	['Thriller', 'Fiction']	1979.0	8.0	2.0	15
Good Morning, Midnight	Jean Rhys	[]	1986.0	8.666666666666666	3.0	3
The Cat Who Knew a Cardinal	Lilian Jackson Braun	['Mystery', 'Fiction', 'Novel']	1991.0	7.433823529411764	21.0	13
The Cat Who Tailed a Thief	Lilian Jackson Braun	['Mystery', 'Fiction', 'Novel']	1997.0	7.1179487179487175	28.0	13
Wiseguy	Nicholas Pileggi	['Crime Fiction', 'Biography', 'Novel', 'True crime', 'Fiction', 'Autobiography']	1990.0	8.75	4.0	1
The Master Key	L. Frank Baum	"['Science Fiction', 'Speculative fiction', 'Fantasy', ""Children's literature""]"	1997.0	5.0	3.0	32
The Eagle Has Flown	Jack Higgins	"['Thriller', 'War novel', ""Children's literature"", 'Fiction']"	1991.0	8.666666666666666	4.0	6
Queen of Camelot	Nancy McKenzie	[]	2002.0	7.5	2.0	2
Native Speaker	Chang-Rae Lee	['Fiction', 'Novel']	1995.0	7.65	12.0	2
The Green Knight	Iris Murdoch	[]	1994.0	7.5	6.0	12
Gents	Warwick Collins	['Fiction']	1997.0	8.0	1.0	1
A Live Coal in the Sea	Madeleine L'Engle	['Novel']	1996.0	5.0	1.0	17
Ashes to Ashes	Tami Hoag	['Thriller', 'Mystery', 'Fiction', 'Romance novel', 'Suspense']	1996.0	7.729166666666667	15.0	3
Gather Together in My Name	Maya Angelou	['Autobiography']	1982.0	5.0	1.0	6
The Danish Girl	David Ebershoff	['Speculative fiction', 'Novel']	2000.0	8.0	1.0	1
All That Glitters	V. C. Andrews	['Young adult literature']	1995.0	8.0	2.0	20
Hedwig and the Angry Inch	John Cameron Mitchell	[]	2002.0	9.0	1.0	1
Pretend You Don't See Her	Mary Higgins Clark	[]	1997.0	7.963636363636363	80.0	7
Bad Land: An American Romance	Jonathan Raban	['Travel', 'Fiction', 'Romance novel']	1996.0	8.5	2.0	7
The Cancer Journals	Audre Lorde	['Non-fiction']	1980.0	10.0	1.0	2
Dogeaters	Jessica Hagedorn	['Novel']	1990.0	7.0	1.0	1
Lilith: A Snake in the Grass	Jack L. Chalker	['Science Fiction', 'Speculative fiction']	1981.0	7.333333333333333	3.0	9
The White Gryphon	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	1996.0	7.666666666666667	3.0	34
Crossing the River	Caryl Phillips	['Historical novel']	1995.0	8.0	1.0	2
Union Street	Pat Barker	[]	1990.0	6.5	2.0	4
The Five Chinese Brothers	Claire Huchet Bishop	"['Picture book', ""Children's literature"", 'Fiction']"	1938.0	9.0	1.0	2
Brown Girl in the Ring	Nalo Hopkinson	['Science Fiction', 'Urban fantasy', 'Magic realism', 'Speculative fiction', 'Fiction', 'Horror']	1998.0	7.25	8.0	3
Dragons of Summer Flame	Margaret Weis	['Speculative fiction', 'Fantasy', 'Fiction']	2002.0	9.285714285714286	7.0	17
Midnight Robber	Nalo Hopkinson	['Science Fiction', 'Speculative fiction', 'Horror']	2000.0	6.0	1.0	3
Enchantress from the Stars	Sylvia Engdahl	['Speculative fiction']	2003.0	8.0	3.0	1
I Is for Innocent	Sue Grafton	['Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1994.0	7.5636363636363635	55.0	18
J Is for Judgment	Sue Grafton	['Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1999.0	7.963636363636364	55.0	18
L Is for Lawless	Sue Grafton	['Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1996.0	7.680851063829787	47.0	18
M Is for Malice	Sue Grafton	['Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1998.0	7.822222222222222	45.0	18
O Is for Outlaw	Sue Grafton	['Mystery', 'Speculative fiction', 'Fiction', 'Suspense']	1999.0	9.0	1.0	18
Blue Light	Walter Mosley	['Science Fiction', 'Speculative fiction', 'Horror', 'Fiction']	1998.0	6.966666666666666	8.0	3
Waking the Moon	Elizabeth Hand	['Speculative fiction', 'Fiction', 'Novel']	1995.0	7.2	15.0	5
Rainbow Boys	Alex Sanchez	['Young adult literature']	2003.0	8.0	1.0	3
Rainbow High	Alex Sanchez	['Young adult literature']	2003.0	10.0	1.0	3
A Thousand Country Roads	Robert James Waller	['Fiction', 'Romance novel']	2003.0	6.6	5.0	2
Conan the Defender	Robert Jordan	['Sword and sorcery', 'Speculative fiction', 'Fantasy']	1991.0	5.0	1.0	15
Shanghai Baby	Wei Hui	[]	2001.0	7.4	5.0	2
Saving Faith	David Baldacci	['Thriller', 'Fiction']	1999.0	6.394241417497232	65.0	6
Loitering with Intent	Muriel Spark	['Autobiography', 'Biography', 'Fiction']	2001.0	10.0	1.0	12
The Saturdays	Elizabeth Enright	"[""Children's literature"", 'Fiction']"	2002.0	8.0	1.0	6
A Year in Provence	Peter Mayle	['Travel', 'Biography', 'Sociology', 'Autobiography']	1990.0	7.928571428571429	74.0	1
Great Sky River	Gregory Benford	['Speculative fiction']	1990.0	7.333333333333333	3.0	6
Klingsor's Last Summer	Hermann Hesse	['Speculative fiction', 'Novel']	1985.0	8.0	1.0	12
The Girls of Slender Means	Muriel Spark	['Fiction']	1998.0	6.0	1.0	12
Last Bus to Woodstock	Colin Dexter	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1996.0	9.5	2.0	11
One L	Scott Turow	['Autobiography', 'Biography']	1978.0	6.5	2.0	5
The Laws of Our Fathers	Scott Turow	['Crime Fiction', 'Fiction']	1996.0	6.548611111111111	26.0	5
Personal Injuries	Scott Turow	['Crime Fiction', 'Fiction']	1999.0	6.542307692307693	36.0	5
No Second Chance	Harlan Coben	['Thriller', 'Mystery']	2004.0	8.272727272727273	11.0	11
Final Blackout	L. Ron Hubbard	['Science Fiction', 'Speculative fiction']	1989.0	3.0	1.0	9
Midnight's Choice	Kate Thompson	['Speculative fiction', 'Fantasy']	2000.0	10.0	1.0	4
The Unexpected Guest	Charles Osborne	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1999.0	5.25	4.0	3
Daniel's Story	Carol Matas	"[""Children's literature""]"	1993.0	9.0	1.0	2
Spider's Web	Charles Osborne	['Crime Fiction']	2000.0	8.666666666666666	3.0	3
Which Witch?	Eva Ibbotson	"['Speculative fiction', ""Children's literature""]"	1999.0	8.0	1.0	11
Remember Me	Mary Higgins Clark	"['Mystery', ""Children's literature"", 'Fiction', 'Suspense']"	1995.0	7.916666666666667	36.0	7
Indian Killer	Sherman Alexie	[]	1996.0	7.628571428571428	12.0	3
The Big Wave	Pearl S. Buck	"[""Children's literature"", 'Fiction']"	1999.0	5.0	1.0	8
Prayers for Rain	Dennis Lehane	['Crime Fiction', 'Mystery', 'Fiction', 'Suspense']	1999.0	8.5	4.0	9
Floating Dragon	Peter Straub	['Speculative fiction', 'Horror', 'Fiction']	1984.0	8.166666666666666	5.0	7
The Cloning of Joanna May	Fay Weldon	['Science Fiction', 'Speculative fiction']	1990.0	7.0	2.0	2
Flower Net	Lisa See	['Mystery', 'Novel', 'Fiction', 'Suspense']	1997.0	7.375	7.0	7
The Interior	Lisa See	['Mystery', 'Novel', 'Fiction', 'Suspense']	2000.0	8.0	1.0	7
A Single Man	Christopher Isherwood	['Gay novel']	2001.0	10.0	1.0	6
The Fermata	Nicholson Baker	['Speculative fiction', 'Fiction', 'Novel']	1994.0	7.0875	13.0	3
Lucy Sullivan Is Getting Married	Marian Keyes	[]	1996.0	6.2375	31.0	1
Keeping the Moon	Sarah Dessen	"[""Children's literature"", 'Young adult literature', 'Fiction']"	1999.0	7.0	1.0	8
Cereus Blooms at Night	Shani Mootoo	['Speculative fiction']	1996.0	9.0	1.0	1
Run Before the Wind	Stuart Woods	['Thriller', 'Fiction', 'Suspense']	1983.0	8.0	3.0	5
Chiefs	Stuart Woods	['Thriller', 'Mystery', 'Fiction']	1982.0	8.2	5.0	5
Flowers for Algernon	Daniel Keyes	"['Science Fiction', 'Speculative fiction', ""Children's literature"", 'Fiction', 'Novel']"	1966.0	8.466666666666667	12.0	1
Capital Crimes	Stuart Woods	['Thriller', 'Mystery', 'Fiction', 'Suspense']	2003.0	7.428571428571429	14.0	5
Too Loud a Solitude	Bohumil Hrabal	['Fiction']	1992.0	8.0	1.0	1
Chances	Jackie Collins	['Fiction']	1982.0	6.833333333333333	7.0	6
Brokedown Palace	Steven Brust	['Science Fiction', 'Fantasy', 'Fiction']	1986.0	8.0	2.0	17
Lady Boss	Jackie Collins	['Fiction', 'Romance novel']	1998.0	9.0	2.0	6
The Lone Star Ranger	Zane Grey	['Western fiction', 'Western', 'Fiction', 'Romance novel']	1993.0	9.0	1.0	6
Sasquatch	Roland Smith	['Fantasy']	1999.0	5.0	1.0	5
Let Freedom Ring: Winning the War of Liberty over Liberalism	Sean Hannity	[]	2002.0	9.0	4.0	2
Return to Mars	Ben Bova	['Science Fiction', 'Speculative fiction', 'Fiction']	1999.0	7.416666666666666	5.0	5
Firebird	Mercedes Lackey	['Speculative fiction', 'Fantasy', 'Fiction']	1996.0	7.714285714285714	9.0	34
Pagan Babies	Elmore Leonard	['Fiction', 'Novel']	2000.0	6.074871794871794	39.0	15
Cause Celeb	Helen Fielding	['Chick lit', 'Comic novel', 'Fiction']	2001.0	7.336363636363636	26.0	2
Against the Tide of Years	S. M. Stirling	['Alternate history', 'Science Fiction', 'Speculative fiction']	1999.0	8.0	1.0	19
Stop the Train	Geraldine McCaughrean	"[""Children's literature""]"	2002.0	7.0	1.0	5
Potshot	Robert B. Parker	['Detective fiction']	2001.0	7.916666666666667	12.0	29
Child of the Northern Spring	Persia Woolley	['Historical novel']	1987.0	10.0	1.0	1
Understood Betsy	Dorothy Canfield Fisher	"[""Children's literature"", 'Fiction']"	1994.0	8.75	3.0	1
The Bell	Iris Murdoch	['Fiction']	1987.0	9.0	1.0	12
Dead Cert	Dick Francis	['Mystery', 'Fiction', 'Suspense', 'Historical novel']	1990.0	10.0	2.0	1
The Starless World	Gordon Eklund	['Science Fiction', 'Speculative fiction', 'Fantasy', 'Fiction']	1978.0	4.5	2.0	1
Dear Mr. Henshaw	Beverly Cleary	"[""Children's literature"", 'Young adult literature', 'Fiction']"	1983.0	8.055555555555555	9.0	22
I Want to Go Home	Gordon Korman	"[""Children's literature"", 'Fiction', 'Adventure novel', 'Adventure']"	1986.0	6.0	1.0	14
Waiting for the Galactic Bus	Parke Godwin	['Science Fiction', 'Speculative fiction', 'Fiction']	1988.0	5.5	3.0	1
The Soft Whisper of the Dead	Charles L. Grant	['Horror']	1987.0	8.0	1.0	5
Threshold	Sara Douglass	['Speculative fiction', 'Fantasy']	2003.0	10.0	1.0	8
Widow's Walk	Robert B. Parker	['Speculative fiction']	2003.0	7.764705882352941	17.0	29
Foxfire: Confessions of a Girl Gang	Joyce Carol Oates	['Novel']	1993.0	6.321428571428571	16.0	15
Grail Prince	Nancy McKenzie	[]	2003.0	8.2	5.0	2
Virtually Normal: An Argument About Homosexuality	Andrew Sullivan	['Non-fiction']	1995.0	9.0	1.0	1
Crusader	Edward Bloor	"[""Children's literature"", 'Young adult literature', 'Speculative fiction', 'Fiction']"	2001.0	6.5	4.0	4
Focus	Arthur Miller	[]	2001.0	6.0	1.0	5
Shadowland	Peter Straub	['Speculative fiction', 'Horror', 'Fiction']	1981.0	8.0	9.0	7
Bad Business	Robert B. Parker	['Detective fiction', 'Speculative fiction']	2004.0	8.235294117647058	17.0	29
Beauty: A Retelling of the Story of Beauty and the Beast	Robin McKinley	['Fantasy']	1993.0	9.117647058823527	17.0	9
Soul Mountain	Gao Xingjian	['Fiction']	2000.0	6.904761904761905	23.0	2
My Brother Michael	Mary Stewart	[]	2001.0	7.0	1.0	10
Immortality	Milan Kundera	[]	1991.0	8.642857142857142	8.0	5
The Outlaws of Sherwood	Robin McKinley	"['Speculative fiction', ""Children's literature"", 'Fiction']"	1989.0	5.928571428571429	15.0	9
Harvesting the Heart	Jodi Picoult	['Novel']	1995.0	6.8	5.0	14
The Remorseful Day	Colin Dexter	['Crime Fiction', 'Mystery', 'Fiction']	2001.0	8.25	4.0	11
The Forever King	Molly Cochran	['Speculative fiction', 'Fantasy']	1992.0	8.0	2.0	1
Accident	Danielle Steel	['Romance novel']	1994.0	7.200766283524904	45.0	30
Swords and Deviltry	Fritz Leiber	['Fantasy']	1983.0	7.0	1.0	14
The Ox-Bow Incident	Walter Van Tilburg Clark	"['Historical fiction', ""Children's literature"", 'Fiction']"	1996.0	5.0	1.0	2
Century	Fred Mustard Stewart	['Novel']	1981.0	7.0	1.0	1
Foreigner	Robert J. Sawyer	['Science Fiction', 'Fiction']	1994.0	7.0	1.0	9
The Stranger Beside Me	Ann Rule	['True crime']	2001.0	8.75	8.0	1
Two Bad Ants	Chris Van Allsburg	"[""Children's literature""]"	1988.0	10.0	1.0	9
The Vulcan Academy Murders	Jean Lorrah	['Science Fiction']	1984.0	5.5	2.0	3
Uhura's Song	Janet Kagan	['Science Fiction']	1985.0	7.666666666666667	3.0	1
The Murder Book	Jonathan Kellerman	['Crime Fiction']	2003.0	7.753623188405797	69.0	8
Mad River	Donald Hamilton	['Western fiction']	1991.0	6.0	1.0	36
